id,q,r
4183,""". Yeah .. caught that ... But , hey .. I think you made a mistake .""","""Oh really ? < snicker > Then why do n't you : 1 ) explain"""
2589,"""That 's the opinion I hold , that CCWs should n't be required .""","""I agree. That 's why I voted as I did as well . Ideally I"""
7098,"""So. so if cells are controlled by their genes ( and the environment ) , what""","""3. Depends on which cell you mean . Mammalian red blood cells , for"""
9647,"""The lutheran ceremony is pretty cool just change a few words to gender nutral""","""That is neat. That is neat , but one catch is that I am an atheist"""
8064,"""Most people accept 'evolution ' per se . The OP stats for the USA ,""","""5. And this is relevent how ?"""
2230,"""The question is why. Certainly science has provided part of the answer with their finding of""","""1. Again Monty has shown that he does n't bother to learn what he"""
354,"""The question is why. Certainly science has provided part of the answer with their finding of""","""1930-6 . The myth of Eve : molecular biology and human origins . Ay"""
3539,""". Nice emotional argument , but unfortunately , lacking in fact . The chances of pregnancy as""","""Bremen. You are correct , but contingency must be in place to deal with"""
7310,"""3. How do you explain the change of appearance of the animals over time , as""",""". Exactly and if you accept that animals have been on the Earth for millions of years"""
2203,"""This is not a creation science debate. This is not intended to be a creation evolution""",""". epaphras_faith , as I was just saying , Science has lare"""
5609,"""No. No gun activist has been able to explain that satisfactorily . Charlton""","""Moore could n't give a reason for why Heston should apologize for the death of"""
3258,""". If you think IÂ ’ m nuts , then check this site outÂ""","""Quote: Originally Posted by I am not a nut. Since you bring it up ,"""
9821,"""5. Does it matter if a Cheetah does or does not have retractable""","""Not really. Not really . It is just another matter that you spoke with authority about"""
8008,"""A chestburster. Not pretty is it ? Imagine being one of those guys in""","""I don't know what to make of this. Aside from the obvious logical fallacy ,"""
2837,"""- Either answer the question as presented to you , or butt out and shut up .""","""Oh , but you don't have the right to ask the question. Oh , but"""
6226,"""5. If the Chicago handgun ban were truly discriminatory""","""And it was. And it was . Anybody with a brain can understand that ."""
6672,"""I’m a parent. I live in a place where local evening news includes""","""4. What exactly are the age ranges of these `` children `` in the news stories"""
5872,""". That is the kind , not degree . Chimps are not a higher animal .""","""Evolution does not allow for something of another `` kind. But does not evolution say"""
4422,"""5. The only choice is whether to kill or not to kill""",""". Way to make a controversial , unsupported assertion , Winston !"""
2282,"""Some people claim to be Christian , then they go and commit this sin full of hypoc""","""1. So you 're saying that only Christians can get married ? You 're"""
1019,"""I agree. I do n't think anyone argued that Christian fundamentalism was able to""","""3. Please stop making statements that have nothing whatsoever to do with the debate at hand"""
7464,""". Well here is a christian who supports abortion .""","""4. Are you referring to yourself as a Christian or Steeeeve being a Christian"""
3164,"""5. I am not sure Marc will show up here much . I noticed he is""","""'' He is a liar. Well maybe that will teach him to get a education for"""
4866,"""My point in starting the thread is not merely that Christians fall short of their aspirations .""","""People like this guy , and Henry Hyde , Newt Gingrich , Robert Livingston , and so"""
3349,"""Mr. simple .... many Christians have been deceived""","""So now you 're admitting that the christians have been 'mislead'"""
7670,"""1. Look , IÂ ’ m a Christian , and us Christians , we""","""– IÂ ’ m now going to condense the various atheist explanations that have"""
5843,"""I am a christian. I know many christians who believe in god , and""","""5. But do you have any proof at all ? What is the basis of their"""
6172,"""3. If church & amp ; state are separated , atheism and state are combined .""","""This is a lie. This is like saying that since I oppose the assertion that blacks"""
6035,"""""This is not an attack on any religion. It simply suggests that our church or""","""A charity is a charity. So what 's your point ? What does a charity"""
7979,"""Science is not religion. Science defines what is valid and what is n't , just""","""5. Yes , but reason and dogma are not the same standard ."""
9507,""". Citizens are also protected by giving any evidence against thier will by the 5th""","""3. Gun registration schemes have been disabled for criminals because requiring them to register a gun"""
8060,"""3. Private citizens carrying out background checks on private citizens is a bad idea . You""","""Background checks on felons are n't something I believe should be law . It is"""
1856,"""lol .... With regard to slavery , the Civil War was fought to establish the principle that""","""Slavery was n't the only reason for the Civil War . It was the"""
7989,"""5. Yes , you are right - the Civil War was fought to keep the union""",""". Possibly , depends on what you read and by whom . Still , the war was"""
2247,"""3. I do not claim to know anything that is real , and infinite .""","""3. I know you do n't . So what ?"""
8511,"""3. You talk about the Fourteenth Amendment and again claim that gun control is racist""","""Because the modern application of gun control is to target everyone . But that does n't"""
1455,"""This is the first time I have ever seen you on this forum. Ironic ,""",""". hey , watch yourself ......... watch it .."""
1158,"""1. If VPC claims the total is 151 , where are the missing cases in""","""Note: This is an incomplete list. I counted the cases listed , not the body"""
6012,"""3. How can the Bible be used as a source while you deny the truth of""","""Because you do n't deny the truth of its claims . If you present the Bible"""
4482,"""i. i have given you a clear exampe""","""No , that example dealt with how goverment should deal with it. No ,"""
6090,"""4forums. It is very clear to me what is to be done with non-""","""I am a pacifist. So what are you doing here ? look at mahat"""
2051,""". The gun haters clearly like the 1st amend .""","""Do you agree or disagree. Do you want to debate this too ? Do you support"""
9020,""". you write a post that admirably reveals the cognitive dissonance you experience thanks""","""No. No dissonance - you just ca n't see past your strawmen ."""
4476,""". This is n't evidence , this is an opinion piece made by someone with an""","""It 's a lot more than what you 've come up with . What evidence"""
8058,"""Stay tuned. Come back when you learn the difference between climate and weather .""","""4. What was the difference , in climate terms , between 1400AD and 1600AD"""
5806,""". Come on , now . You 're talking about a city where the dead vote""","""If they 're voting then they should be paying taxes too . There 's no"""
9741,"""This is not a joke. The justification comes from this being a scientific fact . This""","""A fact is a fact. But it 's not a `` fact `` unless you"""
671,"""This is interesting. Interesting coming from someone who just argued his God is a liar of""","""Really ? I have argued that God is an epic liar ? Can you point out me"""
3256,"""2. Crocodiles and humans live side-by-side in African village -""","""""I did not say this. What you quoted is what Answers in Genesis said ."""
6691,"""Mr. Wonderful News . Nice to see that at least some of the states here in""","""I love it. I live in NH and I can truly say it is a great"""
3541,"""I am not stupid. I have common sense and I use it .""",""". `` common sense `` what makes your common sense better then mine ? how do you"""
2584,"""Mr. Paley insisted that a watch on a desert island is a sure sign of""","""Actually it was a watch on the heath . Yes , you can see the difference"""
8326,""". Communism meaning the government russia had from the 1940s to 1990 . Democratic-""","""Soviet russia. Well , in that case I would go for the US government any"""
8759,""". Fortunately , the Bolshevik Revolution failed . 1989 , the Berlin Wall came a-t""","""Socialism and Communism in the Soviet Union failed because the USSR spent its entire existence recovering"""
8327,""". Thats a very compact piece of logic . I imagine that you are a very""",""". Um ... , Thank you ? Im assuming thats not sarcasm , right ?"""
6302,"""Q. What is a compangian ? The silly Jews I know say your wrong""","""I see you are a nazi . I see . You should n't talk to"""
6428,"""ItÂ´s funny , there are gun-restrictions in Sweden and I""","""And so it goes. And so you have it ... Socialist lunatic fringe view that"""
961,"""9. Nine months of discomfort is nothing compared to life in prison for voluntary manslaughter !""","""Or , if you get pregnant and then get an abortion , then you lose only one"""
5549,"""5. There is no fierce competition within the group to survive .""",""". Actually , the fiercest competition comes from within the same population . Not all"""
6127,"""1. The concept of evolution was recently founded at that time , and some closed minded""","""Ah , but why do you use the word concept for both evolution and intelligent design ?"""
6129,"""It is not important how long you live. It is much more important that you concern""","""Soul. Soul ? Pray tell good man , in which lobe of the brain does"""
338,"""3. I 'm really curious to see who beleives in god for concrete""","""5. In reality , there are no concrete 'reasons ' for believing in God"""
8506,"""Mr. Cone brought up a good point to me one time . He said that""","""3. Rarely has truth ever supported one side of a political movement ."""
3617,"""Congrats , may your marriage continue to be a happy one . If I may dev""","""These are the rules. Many of the Christian denominations are ignoring them the same way they"""
6063,"""I understand the state is ready to pass legislation approving civil unions for same-sex couples""","""I think they should , and I hope it passes . I have no problem with civil"""
8107,"""You know , I think that you are rather an evil person , trying to create guilt""","""Good lesson ! Always take the easy way out to try and avoid consequences of actions ."""
2950,"""Â ” Unbelievers include all those who consider themselves cynics , skeptics ,""","""I'm not sure why. So what are you trying to do here - smother"""
7584,"""2. IM2L844L : That said , consider this , your car""","""Oh , so God 's design prowess is comparable to that of we mere humans ?"""
7588,"""- Maybe I 've missed it , but have you ever bothered to explain what you""",""". Keeping porn legal and accessible on the internet , keep taxes high , keep abortion legal"""
9462,""". Ill consult some of my friends to help me on these issues if you dont mind""",""". Sounds good ."""
4715,"""2. So contemporary arguments for intelligent design in both biology and the physical sciences are not""","""http://www.evolutionnews.org/2006/01 ... rica."""
2400,"""Mr. Jack I contend that religion is based on faith . Since it is impossible to""","""Faith is the expression of belief in a god or higher being or power of the supernatural"""
8736,"""No. No you face it . Science has managed to show that life and non-""","""You 've got to be kidding me . This is one of the absolute dumbest"""
9498,"""That 's not true. That 's contradictory . If he knows what will happen""","""4. Not being able to change something would be an indication of not being omnipotent"""
7975,"""1. Firstly , the core word is 'might ' . Thus it is not the""",""". of course he says `` might `` , science always has to be tentative . any"""
7079,""". Following the logic of several people here , whatever God says is morally correct , therefore""",""". this statement is n't logical . It does not follow that if the person who"""
3171,"""I would say this woman ' s mental health was at risk. Correct decision ? I""","""See , in the US we have a thing called `` laws `` and these `` laws"""
3621,""". * correct me if I wrote the scientific method wrong *""","""Okay. Okay . The best succinct representation of the scientific method is probably circular : We"""
15,"""1. Correctly viewed , evolution is not a series of unlikely events , but a""","""Evolution is the creation story for secular humanists and nothing more , which in and"""
3878,"""I’m sure you can see where this is going. Not to get off""","""3. We do n't live on carbon dioxide . We live from the energy stored"""
6065,"""Could it be the fact that they do n't want antiquated belief system dogma making""","""I 'm all for educating those from ALL PERSPECTIVES . I 'm"""
1512,"""My point was not to defend abortion. My point was that is it a horrible experience""",""". You should have said that . I might have agreed with you ."""
5454,"""I don't know. Well , parts break and it could take a long time to""","""Can you imagine two snipers , a mile apart taking shots at each other with these babies"""
6027,""". Could you rephrase that in English ?""","""Yes. I 'd be happy to . The concept that I was trying to move"""
2515,"""``The primary cilium is like a GPS system in the body. What we""","""So. So we think we have designed GPS systems ?"""
5550,"""Mr. Rakove's argument that the bill of rights is n't legally binding is""","""That 's incorrect . The Constitution begins with Article 1 which does not contain the Bill"""
6334,"""I don't think coverage is the government 's responsibility. I do n't think""","""Medicare is a health insurance program. Medicare is a type of health coverage ."""
8157,"""3. The French government has solved the problem of redefining marriage by creating a legal""",""". What ? ? You mean their society did n't implode due to giving civil"""
6087,"""3. Does creating Eve with Adams rib have anything to do with DNA ?""","""I would hope not , since that would imply that god was the first to practice cloning"""
667,"""5. What does this have to do with creation and evolution ?""",""". Just imagine Noah 's checklist ! There ."""
4758,"""4. There is nothing inherently irrational about the theory of evolution being used to explain life""","""Â ’ C.S . Lewis also pointed out that even our ability to reason"""
1410,"""3. Creation has been disproven .""","""3. And how exactly was that done and why do only you know this ?"""
7279,"""I don’t think it’s a good idea to teach the Bible""",""". Oh , we could let them in I guess . How much room would it take"""
6024,"""Which is why it's so popular. Which automatically places it a step above the other""","""But a scientist makes his bones by clashing with what people want to hear and being"""
4792,""". I still havent really understood this yet . Creationism is a religion , and""","""I thought Mormons were a religious people. Apparently not . I live in Utah and every"""
6178,"""Creationism is a religion. Im guessing its a science , because its widely accepted""","""1. Evolution is a science . '' Evolutionism `` is a word coined by creation"""
4138,"""I.D. Well , ID is actually identical to 'scientific creationism ' ,""","""Well , if that is your perspective , yes , I can see why you would think"""
5351,"""3. If Literal Creationism is indeed true , why do we not find str""","""We do not live in a uniformitarian world. we do live in the `` wrong"""
2273,"""So does the Creationist hold that certain absolutes exist regarding Creation , such as""","""Okay. So it 's not about what 's scientifically correct - or in other"""
4561,"""3. The creationists are hammered into a squelchy mess on every single occasion""",""". OH ! And I just finished breakfast ... Can anyone say , `` Fly By !"""
7167,"""Yes , I know it 's a joke thread . Creationists are so incredin""","""Mr. Max has outed himself as a hillbilly who can not spell or"""
67,"""3. Creationists are very open about the relationship between belief and science in the study""",""". HA !"""
5709,"""4. The creationists fight back with their own creationism.""","""Creationsists may call it a museum , but in reality in it a mythology theme"""
1407,""". Generally creationists follow an ideology which forbids questioning of beliefs , sometimes explicitly , sometimes""",""". Oh .. that makes sense . Because , it sounds exactly like modern day republicans"""
8608,"""3. c ) Why do these creatures have the right to live at the time you""","""Because that 's when the law says that they have the 'right to live ."""
5651,"""3. Question : What scientific criteria was employed to determine how long ago the Cret""","""The KT boundary was dated using several radiometric methods that all agree to within a couple"""
7440,""". science carries along with it an invisible affirmation of uncertainty . Crick can claim this""",""". See above with regards to changing science . As for Crick , he 's"""
3407,"""Is it because the cricket feels pain ?is it because. the cricket in the pl""","""I'm not really in any pain. If you feed me a lot of caff"""
2498,"""I agree. I think this might be the wrong thread for this discussion . Something like""","""3. You lie . You keep saying the same things over and over again , that"""
8823,""". Violent crime rate . 1989 = 666.9 1999 = 523.0 2008""",""". Oh My . That is the lowest number on the whole chart ! Murder and --"""
5434,"""Private ownership of guns may indeed add to the number of weapons held by criminals , but""","""3. If you ca n't eliminate demand you could try to limit supply and control"""
6837,"""What i think is very un-neccessary is the fact that religion has caused""","""Yes. Well , exactly . The point is that where culture has moved on , so"""
3805,"""3. I think we 're seeing a culture war . Hardly seems a fair""","""do n't let it get you down , it do n't mean nothing ( sorry"""
2281,"""Dr. Curtis Sliwa will tell you he is the chief Guardian Angel . I""","""Well you better hurry up . Are n't you like 113 years old or something ?"""
6794,""" Originally posted by Broker If you cut the gun supply and make it harder to get""","""2. Criminals get guns from strawman purchases . When someone with no criminal record"""
6301,"""Etel : Â… it fails to show that reproduction is a requirement in order""",""". Besides , EVEN NOW WITH REPRODUCTION cheetahs and birds and so"""
8355,"""5. Darwinism , which from Darwin 's day down to our own has been""","""1. If I argue that all babies should be killed , and you do n't"""
9407,"""I am not amazed at the fallout caused by President Bush 's comments about Intelligent Design""","""5. And finally , my own letter to the editor , which was printed in this"""
2556,"""5. Darwinists are the authors of deceit and have pulled a masterful bait-""","""Well , that was a bait-and-switch but it was n't very master"""
118,"""I agree. I would n't want to make my daughter do anything in this scenario""","""Yeah. Me , too . I 'd probably throw in some counseling as well ,"""
4995,"""I would like to make a few points. I suspect that this will not be considered""","""You are right. But you are forgetting life-without-parole ( and I"""
3979,"""""It's a very important case. It deals with the death penalty ... really the""","""5. I think if that happened , Texas probably will go back to being the lone"""
1176,"""2. Research Shows Gay Marriage Reduces VD An associate professor in the Department of""",""". Yes , and it reduces a much needed population growth too ."""
339,"""In the future, we will be able to do this. In theory the preventative""",""". Well this does n't answer my question though . With this bill , where is"""
7655,"""The U.S. Defense of Marriage Act , or DOMA , is the short""","""1. Defense of Marriage Act - Wikipedia , the free encyclopedia This very discussion could very"""
8109,"""1. First of all , is evolution defined as the development of new body parts on""","""I agree with paulie that evolution is a fraudulent gospel which has so many inconsistencies"""
758,"""5. Define intelligence .""","""I agree. I think the OP said it pretty well . If an organism or cell"""
9404,"""4. You know what the definition of a 'hero ' is ? Someone who gets""","""I have a question for you. Just imagine for a second that you were armed when"""
3711,"""Your definition of survival. Your definition is that those creatures with survival advantages and characteristics will""","""1. No . That 's not what I said . I said that natural selection"""
8132,"""1. Just as one defines : infinite : not infinite vs finite Just as the definition""","""2. If a square is opposite to a circle ( and it is n't ,"""
9692,""". Speaking of dellusion , I 'm surprised some YEC did n't""","""LetÂ ’ s have a look at it Â– a little pause button"""
1451,"""5. Democracy is not binary , it 's a continuum . In fact , most""","""5. Such as ?"""
6452,"""Hey Sarge , that looks like something I saw yesterday . New anti-gun strategy""","""1. The major problem is that Sodini and others IDed as CCW holders"""
962,""". Oh , derrrr !""","""That's not what I meant. That should be , `` duh `` . I"""
761,""". We take reality and describe it in our minds and thus form it into abstract concepts""",""". This is my understanding as well . Interestingly , concepts only approximate that which they intend"""
3607,"""Thank-Gawd the court saw the wisdom in striking this law down . Thank""","""Not bad. not bad for a procedure that does n't exist ."""
734,"""I believe that the developing fetus becomes a person only when it is able to survive outside""","""You can not just say this because you want to murder helpless wromb-tra"""
4273,"""[ Wikipedia : ] Spencer developed an all-embracing conception of evolution as the""","""3. And then you ask :"""
3941,""". Huh ? ? Did I create a god ? When ?""","""Yes you did , your very own god that fits what you wish to believe . It"""
2069,"""4. What ? Did I miss something ? What is 'toddler homicide '""","""Fetal Homocide ? Toddler Homicide ? A human in different stages of"""
52,"""3. I did n't have to CHOOSE to be heterosexual . It 's""","""I am gay. And I did n't have to choose to be homosexual . It"""
7063,"""You mean what you got was an eye opening shocker into the world of leftist propaganda""","""This was a great speech. Actually it was neither left nor right . he went after"""
5503,""". I did not know that . Facinating !""","""It’s good to see that peddler is finally open to learning new things"""
4044,"""3. This is what has caused such events as the Columbine Highschool shootings .""","""An amount of violence is miniscule in comparison to the violence caused by Christians intoler"""
3341,"""No. Nope not at all . Did you even read Genesis 1 and 2 ?""","""Oh sorry , I did n't understand what you were asking . Ok , what I"""
7148,"""3. Did you expect a creationist to understand the definition of Honesty ? He""","""I'm not going to go into the details of what I think supersport is doing"""
7057,"""Did you know it was at .018 % ? Did you know prior to humans it""",""". This one is particularly eggregious . Source ? Waxy"""
3714,"""Baby #2. Makes quite a difference . Still a third trimester baby .""",""". yeah , i misread it . still .... the point is the same ."""
3809,"""3. What 's the difference between humans and chimps ?""","""I have two cats. Well , both are b -- -- y nuisances and"""
3769,"""The fact that gay people are discriminated against is not surprising. The fact that much of""","""I am not going to force you to discuss the issue. So please , feel free"""
1698,"""3. I never said that it would `` impose `` on me or `` diminish ``""","""Wow. So the real victim here is that society wo n't be as you WANT"""
3618,"""1. The dino would be to heavy to glide or fly with them if they""","""The fact that birds were too small to hunt is not true. The fact that they"""
4030,"""I would like to take a moment to offer a rebuttal to the naysayers""","""Sounds pretty cool. Sounds pretty neat . I 've never been there but I '"""
5720,"""5. Direct evidence for ID/Creationism has never been established so there is""","""What you must realize is that is the case for evolution as well , we do n"""
1619,"""4. Evolutionists have been searching for any direct evidence of the theory of evolution since""","""5. Look at Hawaiian Honeycreepers . Willful ignorance is a way of"""
9720,"""3. The woman who is conducting the training sessions for docents is a prominent atheist""",""". Misnamed ? Explain please . I may have missed something ."""
556,""". I do n't understand why pro-lifers dismiss pregnancy as easy and/""",""". Hmm . . . funny , I do n't remember ever hearing a pro-"""
6881,""". you are dismissed .""","""Run away. Run away little man . Run away ..."""
3690,"""3. This would disprove your atheism .""",""". And you determined that I am an atheist exactly how ?"""
4608,"""http : //www.reuters.com/printer ... toryID=""","""Just ca n't satisify `` them thar ' Moralizers. Just ca"""
2495,"""I don't think it's clear what you're getting at. That distinction may be""","""1. HereÂ ’ s the thingÂ… this is my thought processÂ"""
7815,"""I don't know who planned parenthood is. I do , indeed , know who""","""Dear Mr. Iangb. I 'm posting this here with the hopes that"""
6133,"""I don’t know. Go do a Google search and find out .""",""". Are you a little bit retarded or something ?"""
3405,"""Yeah , and why should any of us have to do anything to be saved ? I""","""I don't know about you guys , but I was baptized so I 'm out"""
6778,"""3. Do me a favor . Write , in your own words , two paragraphs .""","""Write me. Write me an essay on Obamanomics ."""
8489,"""I'm not sure what to say. Just curious what the Poll results here on this""","""3. Who wants healthcare run by large corporations that have rigged the market for cost twice"""
5505,"""I 'm not a troll. I do n't believe I know Collin .""","""Hi , thanks for the help. He made a post suggesting you were a troll ,"""
3642,"""You can believe what you want. You can believe it all you want ... If you""","""4. It is horribly oppressive of women , though , to oppose both abortion and contraceptives"""
4061,"""If only people would do what is right , there would be no abortions and thus no""","""You mean like allowing for , and funding , comprehensive sex education , birth control , and"""
7914,"""5. Do n't expect Scalia to be too friendly to this case , and of""","""As I understand , Scalia and Thomas are some of the most conservative members of the court"""
4070,"""I would like to compare it to buying a car. I personally do n't know""",""". So your god is like a used car salesman ?"""
6017,"""I agree with her. Oh , I do n't know that she is any nut""",""". haha so we are all nuts then huh"""
7993,"""I get it. Do n't like it when the person you 're arguing against""","""Not at all. Not at all . Your answers were without content or meaning . There"""
8159,"""I agree with you. I do n't recall the Bible saying you can rob from""","""5. Where do you get that impression from ?"""
2977,"""I do n't have the right to make accusations about logical fallacies and how do""","""I agree with you. Again , this was n't just about you and me ."""
467,"""No. no proof of it exists if the earth was millions of years old than there""",""". Okay , I wo n't say `` preseservative , `` whatever the hell"""
3262,""" Originally posted by lappster While I appreciate your comments , they are lacking answers .""","""1. Here is a paper dealing with the formation of long chains of amino acids using"""
9739,"""I agree. I really do n't think the big pro-life vs pro-""","""1. I think this is where the pro-life and pro-choice people really"""
7945,"""5. I do n't think that a Supreme Court decision necessarily shuts down the debate""","""You think the Second Amendment is individual , it 's tied to all lawful uses of"""
5062,"""""It's not a crime. Which is why he was found guilty ... I do""",""". While I 'm not going to consider Dr. Tiller a pillar of society"""
9133,"""Ok. Ok. You do n't want to do it because you do n'""","""The fact you always ignore is your not just doing it to your body ....."""
2787,"""3. they do n't want to except that there is something/someone more powerful""","""I love when ignorance lends itself to incredible mistakes like the above statement . '' Excepting"""
21,"""That's a great idea. That gives me an idea . Why do n't we""","""Oh. Oh ! mememe ! I have an idea ! The museum staff hire ("""
9706,"""Do n't worry about me being affected by the leftist media either . I really do""",""". That 's refreshing . And I am being serious ."""
3290,"""3. To bring us back to the topic , I have some questions : In the""","""1. OK ... first up excuse me if what I say makes no sense as I"""
4163,"""I am against abortion. I do not believe it is right , but the life of""","""3. So you 're saying that God is a `` respector `` ? -"""
9766,"""3. Just to finish off : Majerus 's research has focused on sexual""","""2. You seem to feel that scientists care about `` creation `` more than they do"""
6177,"""Hi. I am new to this . It seems that many posters do not take you""","""supersport 's demon in full control . supersport ploughs around the"""
889,"""2. Do pro abortion people support euthanasia as a reason for abortion ? Meaning for""","""I think you need to look up euthanasia , and not only for the correct grammar"""
9650,"""Evolution is a science. So why should you care about their non-scientific beliefs""","""I don't buy it. If a scientist does n't believe his test results are"""
3353,""". do u favor abortion ? Yes . Maybe . No .""","""I am pro-life. I do n't favor abortion but I favor a woman"""
7783,"""Do we really need to charge someone being tried for armed robbery or worse with an additional""","""In regards to possession by felons , I have seen many instances where the defendant gets"""
4655,"""3. Do you believe that , if we have the technology , we should resurrect the""",""". haha , good question ."""
9475,"""I don’t get it. Where the hell did you get that from ?""","""You have n't proven that you do n't support the idea of a dictatorship ."""
5740,"""I would like to know where you stand in this debate , so that a reasonable debate""","""Mr. OS is so consumed with vitriolic hatred of me he is incapable of realizing"""
1510,"""Q. Do you have any evidence that would show that law-abiding gun owners are""","""I am a gun owner. I do n't understand your question . If law-"""
6219,"""5. What answers do you have to address these points ?""","""5. Refine the system to include birthdates ?"""
3507,"""3. Do you support laws that warrant the impunity of infanticide women , based""","""I am not a believer in abortion , but I do believe that it can be done"""
4869,""". Hello everyone , first off I 'd like to say I 'm an evangelical""","""I don't believe Jesus was a literal person. I believe Jesus is a role model"""
9437,"""Q. What then do you think of the idea that they stop you taking a gun""","""Kelvin wants people to be able to bring guns onto planes . In my debate"""
45,"""I don’t believe you. IÂ ’ m against gay marriage and""",""". Ahah ! The exception that proves the rule !"""
2669,"""Savannah was born blind in her right eye. Doctors said Savannah 's blindness was""","""I am so happy for this little girl. It 's wonderful that we as humans"""
7608,"""3. So let me get this straight - you admit that you are wrong , and""","""So. So Gup20 wants to play word games . ( Sigh ) This"""
8879,"""DOD rejects DODEA 's new policy on same-sex partner transfers | Stars""",""". No argument there . I was n't asked if I wanted my federal tax dollars"""
9136,"""5. Does any part of the theory of evolution give an accounting of how we transitioned""","""HOW we transitioned is by mutation and natural selection . The ability to walk upright gave us"""
9705,"""P.S. Does anyone believe that PRIVATE GUN OWNERSHIP keeps""","""Mr. Kelvin 's already proposed that the armed population of America has given serious protection"""
2162,""". why do you make such a big issue of this ? if you 're in""","""Santafeur : I have been reading this thread for a while now and I"""
3817,"""Mr. Trump is right. Does he also accuse the public schools of neglecting to""","""And lets not forget the fact that he was an alcoholic. And lets not neglect the"""
883,""". no guns , no shootings ! ! Does it get any simpler ?""","""I love your posts. Actually your posts are providing increasing evidence for just how simple folks"""
5869,"""Letter to the EditorI am confused. Please correct me if I am wrong , but""","""Yes it does. Yes it does . They have the church organizations . In mich"""
3348,"""3. Does it require only council approval or is a public vote necessary ? What is""","""City council vote only , not sure about public sentiment , but from what I gather ,"""
9402,"""I don't think this is a good idea. The quote below which Obvious Child""",""". Actually , no , that is not what I said . I said :"""
2204,"""Perhaps he just does n't understand the concept of an 'analogy . '""",""". False and irrelevant . How about you correct your position and support your claim with justification"""
5725,""". regardless of whether many religions accept evolution , as it stands , such does not fill""","""That's not true. But that does n't make Creationism correct either ."""
3820,"""4. Mere ownership does not give me the right to kill innocent people whom I""","""No. But we certainly have the right to evict such persons . But then , regardless"""
6363,"""What about a slimmer women. What about a fat women ? Fat women are not""","""Well that’s interesting. Well since we seem to be having a problem with"""
64,"""Gun control is a hot button issue for the NRA. So does this mean they have""","""I’m sure you agree. So then will you go the way on liberty"""
4214,"""I disagree. First of all ... you are doing what evolutionists do best and that""","""No. Actually , that honour is reserved for the usual representations of those who advocate young"""
9817,"""Yo shush yo mouth ! Doncha knows that tha bible is fo believahs""","""Well. Well , I guess you got something there . . .. Well . ."""
3807,"""I don't understand the argument. I understand it to be a double standard . The""","""Lets start with welfare. Actually you could look at this issue in several different ways"""
1291,""". dreaming up imaginary what if situations doesnt prove anything , youve got nothing""",""". Then why do you keep hyperventilating about the so called `` terrorist loophole"""
4337,"""10. When we drive our cars , the fuel emits into the air , causing global""","""4. It 's not just cars and catalytic converters have greatly decreased emissions"""
9229,"""3. I think dropping trou for illicit gay sex has nothing to do with genes .""","""Oh EZ , you are such an expert on gay people ! You know how to"""
888,""" Originally posted by dsadevil I am merely asking for an objective standard to determine""","""He needs a solution. And he has still yet to provide one . If more gun"""
3663,"""5. Why do you think the dude in the article said how `` depressing `` all""","""I like to think of it that way. Possibly because it 's a bit like"""
6038,"""House Minority Leader Nancy Pelosi (D-Calif.) said Wednesday that the House will consider""","""5. Here is a video of the interview . ABC News"""
8356,"""3. Easily understood when man created his own god .""","""God is a loving god. Indeed true . God created man in his own likeness and"""
3851,"""3. This should be easy for you students of evolution . How did a lizard evolve""","""Lizards did n't evolve an avian lung . This should be easy for the"""
2864,"""3. If echolocation is superior to vision , why have n't more""","""Cave-dwelling animals have evolved. Very many have : dolphins and whales"""
8912,"""1. I would n't like to credit an economy-wide change with benevol""",""". Source ? Children were regularly employed in the UK well into the 19th Century ,"""
9023,"""I have been thinking about chocolate lately. Well , next to my keyboard currently is a""","""Well, I don't know about you but I love chocolate. Well , it is"""
323,"""3. Very nicely stated in an editorial in today 's New York Times : http""","""I agree with the editorial . And it is great to have a president I can feel"""
9329,"""Education in that sense has proved worthless . Safe sex has also proved worthless. Education in""","""1. You think wrong . Just look at most places in Scandinavia . They are"""
342,"""It failed so it proves you and others wrong . Ultimately , the efforts of the Jewish""","""And it still took an entire month for that whole division of well armed nazi soldiers"""
7162,"""3. Either way , the theory of evolution can explain the DNA change with fewer assumptions""","""The number of assumptions is small. So what ? ? Who cares what the number of"""
7776,"""The pro-life movement plays as a self-appointed representative towards fetuses despite a""","""Well , I guess you are the voice of the unborn. Well , I ca n"""
2157,"""A. electrolyte has a point . If the butterfly had changed into another creature then""","""This is not a new butterfly. But , it is a new TYPE of butterfly ."""
2232,"""5. We the elite rights-givers of the United States will now exercise our""","""''What would your life be like if you had to live in a bubble. Oh"""
1781,"""Yes. Yes , our usage of those terms does differ markedly . You employ what I""","""1. Yes , I use `` design `` in a teleological sense . I have"""
3692,"""4. The enemies of freedom do not argue ; they shout and they shoot .""","""3. And Eisenhower :"""
3858,"""3. The energy within everything is it 's consciousness .""",""". Oh , I get itÂ… Flashlights and I-Pods have souls"""
8184,""". What does this have to do with nations like England having lower murder rates ? Try""","""Did you read the TOPIC ? Evidently not ! Your assignement , should you"""
1985,"""Even if they are women . Time and time again I am disgusted with the callous""","""http : //www.nytimes.com/2009/02/24/he"""
1727,"""Mr. is the epitome of arrogance .""",""". Since the last statement is n't true , I ca n't see how it"""
6686,"""Etel : However , a better set of inequalities is as follows : c + e""",""". Oh , and keep your lie - I mean , explanation - consistent with your entire"""
1364,""". The reality is erectus skulls are smaller because the people were SMALL -- like""","""So you know how foolish you are and hope that name calling will distract from that being"""
